-3.240000000000000000e+02,2.500000000000000000e+01,-1.003740000000000049e-01,2.596674000000000149e+00
3.280000000000000000e+02,-1.360000000000000000e+02,-1.005589999999999956e-01,4.175599999999999867e-01
1.800000000000000000e+01,-1.600000000000000000e+02,-1.011390000000000067e-01,-1.084020999999999901e+00
3.320000000000000000e+02,9.700000000000000000e+01,-1.017860000000000015e-01,1.093865000000000087e+00
3.320000000000000000e+02,-1.370000000000000000e+02,-1.019209999999999977e-01,4.131920000000000037e-01
-3.020000000000000000e+02,4.000000000000000000e+00,-1.019660000000000011e-01,2.901800999999999853e+00
-1.000000000000000000e+01,-1.700000000000000000e+02,-1.020820000000000061e-01,-2.005859999999999865e-01
3.280000000000000000e+02,1.350000000000000000e+02,-1.021949999999999942e-01,4.315519999999999912e-01
8.000000000000000000e+00,1.300000000000000000e+01,-1.028830000000000022e-01,-2.312570000000000014e+00
3.280000000000000000e+02,-1.340000000000000000e+02,-1.038310000000000066e-01,4.455450000000000244e-01
-2.900000000000000000e+02,4.000000000000000000e+00,-1.041419999999999985e-01,2.953511000000000220e+00
-2.880000000000000000e+02,-4.000000000000000000e+00,-1.045050000000000007e-01,2.962129000000000012e+00
-4.000000000000000000e+00,-8.400000000000000000e+01,-1.051480000000000053e-01,-9.335618000000000194e+00
-3.280000000000000000e+02,1.330000000000000000e+02,-1.054670000000000052e-01,4.595380000000000020e-01
2.000000000000000000e+01,1.580000000000000000e+02,-1.057909999999999962e-01,-1.107591999999999910e+00
2.800000000000000000e+02,-4.000000000000000000e+00,-1.059549999999999936e-01,2.996602000000000210e+00
3.320000000000000000e+02,-3.700000000000000000e+01,-1.064650000000000041e-01,2.379474999999999785e+00
-1.400000000000000000e+01,-1.660000000000000000e+02,-1.066529999999999978e-01,-9.820219999999999505e-01
-3.000000000000000000e+01,1.450000000000000000e+02,-1.068230000000000013e-01,-1.307731999999999895e+00
2.540000000000000000e+02,3.000000000000000000e+00,-1.068260000000000043e-01,3.507245000000000168e+00
-1.800000000000000000e+01,1.320000000000000000e+02,-1.072420000000000040e-01,-1.899589999999999890e+00
2.400000000000000000e+01,-1.530000000000000000e+02,-1.076850000000000029e-01,-1.182161999999999935e+00
1.800000000000000000e+01,1.610000000000000000e+02,-1.085480000000000056e-01,-1.056591999999999976e+00
1.800000000000000000e+01,8.700000000000000000e+01,-1.104880000000000029e-01,-9.272458999999999563e+00
-3.280000000000000000e+02,1.090000000000000000e+02,-1.105929999999999969e-01,8.450539999999999718e-01
3.300000000000000000e+02,3.600000000000000000e+01,-1.126059999999999978e-01,2.399392999999999887e+00
-3.240000000000000000e+02,-1.580000000000000000e+02,-1.128969999999999974e-01,1.354760000000000131e-01
-3.220000000000000000e+02,-1.200000000000000000e+01,-1.129209999999999936e-01,2.739079999999999959e+00
-2.200000000000000000e+01,-1.360000000000000000e+02,-1.133289999999999992e-01,-1.743335000000000079e+00
6.000000000000000000e+00,2.300000000000000000e+01,-1.141839999999999938e-01,-1.638519000000000059e+00
2.660000000000000000e+02,4.000000000000000000e+00,-1.148499999999999938e-01,3.114358999999999877e+00
1.400000000000000000e+01,-1.100000000000000000e+02,-1.148580000000000018e-01,-3.021180999999999894e+00
-3.260000000000000000e+02,-1.360000000000000000e+02,-1.162090000000000067e-01,4.159280000000000199e-01
-2.200000000000000000e+01,-1.570000000000000000e+02,-1.178519999999999984e-01,-1.103733999999999993e+00
2.000000000000000000e+01,1.600000000000000000e+02,-1.206089999999999940e-01,-1.052734999999999976e+00
-1.200000000000000000e+01,1.700000000000000000e+02,-1.224979999999999958e-01,-1.936690000000000078e-01
2.400000000000000000e+01,-1.550000000000000000e+02,-1.225030000000000008e-01,-1.127305000000000001e+00
3.260000000000000000e+02,1.320000000000000000e+02,-1.227540000000000020e-01,4.718979999999999841e-01
-2.000000000000000000e+01,-9.000000000000000000e+01,-1.227639999999999981e-01,-9.272458999999999563e+00
-3.400000000000000000e+01,-1.420000000000000000e+02,-1.235360000000000069e-01,-1.327445999999999904e+00
