3.240000000000000000e+02,-2.600000000000000000e+01,-1.003740000000000049e-01,2.586678000000000033e+00
-2.580000000000000000e+02,-3.000000000000000000e+00,-1.004950000000000010e-01,3.376993000000000134e+00
1.800000000000000000e+01,-1.600000000000000000e+02,-1.011390000000000067e-01,-1.084020999999999901e+00
3.320000000000000000e+02,-9.500000000000000000e+01,-1.017860000000000015e-01,1.132970999999999950e+00
-8.000000000000000000e+00,1.300000000000000000e+01,-1.028830000000000022e-01,-2.312570000000000014e+00
-6.000000000000000000e+00,-2.100000000000000000e+01,-1.030090000000000033e-01,-1.790859999999999896e+00
-2.940000000000000000e+02,4.000000000000000000e+00,-1.034169999999999950e-01,2.936274000000000051e+00
2.920000000000000000e+02,4.000000000000000000e+00,-1.037789999999999963e-01,2.944891999999999843e+00
-3.200000000000000000e+01,-1.420000000000000000e+02,-1.040660000000000057e-01,-1.358732000000000051e+00
2.880000000000000000e+02,4.000000000000000000e+00,-1.045050000000000007e-01,2.962129000000000012e+00
-2.380000000000000000e+02,-2.000000000000000000e+00,-1.051330000000000042e-01,4.030382000000000353e+00
-4.000000000000000000e+00,7.100000000000000000e+01,-1.051480000000000053e-01,-9.335618000000000194e+00
1.000000000000000000e+01,1.680000000000000000e+02,-1.052219999999999961e-01,-2.531439999999999801e-01
2.820000000000000000e+02,-4.000000000000000000e+00,-1.055930000000000063e-01,2.987983999999999973e+00
3.320000000000000000e+02,-5.500000000000000000e+01,-1.064650000000000041e-01,1.998618000000000006e+00
1.400000000000000000e+01,1.660000000000000000e+02,-1.066529999999999978e-01,-9.820219999999999505e-01
-3.340000000000000000e+02,-6.900000000000000000e+01,-1.071909999999999946e-01,1.673770999999999898e+00
-2.720000000000000000e+02,4.000000000000000000e+00,-1.074060000000000015e-01,3.031074999999999964e+00
-3.280000000000000000e+02,3.400000000000000000e+01,-1.082639999999999991e-01,2.449645999999999990e+00
-2.360000000000000000e+02,-2.000000000000000000e+00,-1.082990000000000064e-01,4.095507999999999704e+00
-1.800000000000000000e+01,-8.900000000000000000e+01,-1.104880000000000029e-01,-9.272458999999999563e+00
3.240000000000000000e+02,1.640000000000000000e+02,-1.128969999999999974e-01,6.769999999999999629e-02
3.220000000000000000e+02,-6.000000000000000000e+00,-1.129209999999999936e-01,2.799053999999999931e+00
2.160000000000000000e+02,-1.000000000000000000e+00,-1.129369999999999957e-01,4.748897999999999620e+00
-2.000000000000000000e+01,1.590000000000000000e+02,-1.131999999999999951e-01,-1.080162999999999984e+00
